Time	 FAIRTEN1	 FAIRTEN2	 ANCHTEN1	 CON2PX	 CON2PY	 CON2FZ	 
(s)	 (N)     	 (N)     	 (N)     	 (m)     	 (m)     	 (N)     	 
394.6	 740293	 1.01364e+006	 573105	 -426.94	 739.47	 -15783.2	 
394.583	 754101	 1.02874e+006	 573145	 -426.94	 739.47	 -15783.2	 
394.617	 741104	 1.01471e+006	 573219	 -426.94	 739.47	 -15783.2	 
394.65	 740432	 1.01328e+006	 573321	 -426.94	 739.47	 -15783.2	 
394.633	 754169	 1.02871e+006	 573352	 -426.94	 739.47	 -15783.2	 
394.667	 741196	 1.01426e+006	 573405	 -426.94	 739.47	 -15783.1	 
394.7	 740458	 1.01272e+006	 573472	 -426.94	 739.47	 -15783.1	 
394.683	 754183	 1.02859e+006	 573492	 -426.94	 739.47	 -15783.1	 
394.717	 741173	 1.01362e+006	 573523	 -426.94	 739.47	 -15783.1	 
394.75	 740337	 1.01201e+006	 573556	 -426.94	 739.47	 -15783.1	 
394.733	 754143	 1.02829e+006	 573564	 -426.94	 739.47	 -15783.1	 
394.767	 740995	 1.01289e+006	 573571	 -426.94	 739.47	 -15783.1	 
394.8	 740058	 1.01126e+006	 573567	 -426.94	 739.47	 -15783.1	 
